document_index,document,class
business_24,"Weak data buffets French economy A batch of downbeat government data has cast doubt over French economy's future prospects. Official figures showed on Friday that unemployment was unchanged at 9.9% last month, while consumer confidence fell unexpectedly in last month. At the same time, finance minister Nicolas Sarkozy warned that high oil prices posed a threat to French growth. ""[Oil prices] will weigh on consumer spending in the short term, and potentially on confidence,"" finance minister Nicolas Sarkozy said. World oil prices have risen by more than 60% since the start of the year as production struggles to keep pace with soaring demand. Analysts said French companies, keen to protect French companies's profit margins at a time of rising energy costs, were reluctant to take on extra staff. ""[Official figures] show the main problem of French economy: we have growth but without an improvement in employment,"" said Marc Touati, an economist at Natexis Banques Populaires. ""Politicians must have the will and guts to solve structural unemployment with thorough reforms, otherwise in five or ten years, it will be too late."" Obligatory employer contributions to worker welfare programmes mean that it costs more to hire staff in France than in many other European economies. Many economists have urged the government to stimulate employment by reducing non-wage payroll costs, and by scrapping restrictions on working hours. The French statistics agency, INSEE, expects French economy to grow by about 2.4% the year, buoyed by strong consumer spending and business investment. about 2.4% is above the projected eurozone average of just above 2%.",business
business_25,"Business fears over sluggish EU economy As European leaders gather in Rome on Friday to sign the new EU constitution, many companies will be focusing on matters much closer to home - namely how to stay in business. Lille is a popular tourist destination for Britons who want a taste of France at the weekend. But how many tourists look at the impressively grand Victorian Chambre de Commerce, which stands beside the Opera House, and consider that the impressively grand Victorian Chambre de Commerce, which stands beside the Opera House was built - like the town halls in many northern English towns - on the wealth created by coal, steel and textiles? Like northern England and industrial Scotland, coal, steel and textiles have been in long term decline - the last coal pit closed in 1990. Beck-Crespel is a specialist steel firm in Armentieres, about 20 miles from Lille. Beck-Crespel has not laid off a worker since 1945. Beck-Crespel specialises in making bolts and fixings for power stations and the oil industry, but not many of bolts and fixings for power stations and the oil industry are being built in Europe these days. Director Hugues Charbonnier says Director Hugues Charbonnier is under pressure because factories in the Far East are able to make some of Director Hugues Charbonnier's output more cheaply, while Director Hugues Charbonnier's key markets are now in China and India. ""In Beck-Crespel's business the market is absolutely global, you can not imagine living with Beck-Crespel's size (of business) even within an enlarged European Union, (if Beck-Crespel did that) Beck-Crespel would need not 350 people but perhaps just 150 or 200,"" Director Hugues Charbonnier says. It isn't just globalisation that is hurting; the law in France means workers are paid for a 39 hour week even though workers work just 35 hours. But at least there is still a steel industry. Coal has now totally vanished and textiles are struggling. New business has been attracted, but not enough to make up the difference. That is one reason why people here are not great fans of EU, says Frederic Sawicki, a politics lecturer at the University of Lille. ""In the region today the unemployment rate is 12%, in some areas the unemployment rate is 15%. people here don't see what Europe is doing for people here, so there is a kind of euro scepticism, especially in the working classes,"" Frederic Sawicki, a politics lecturer at the University of Lille says. Which is strange because Lille is at the crossroads of Europe - if anywhere should be benefiting from euro it is here. euro was designed to increase trade within the eurozone, but the biggest increase in trade has been with the rest of the world. Much of trade passes through the world's largest port, Rotterdam, in Holland, home to specialist crane maker Huisman Itrec. specialist crane maker Huisman Itrec's cranes help build oil rigs and lifted the sunken Russian submarine Kursk from the sea bed, but specialist crane maker Huisman Itrec is now setting up a factory in China, where costs are cheaper and specialist crane maker Huisman Itrec's main customers are closer. Boss Henk Addink blames the low growth rate in Europe for the lack of orders closer to home. ""In the US growth is something like 6%, in China they are estimating 15%, and in EU it is more or less 1%,"" Boss Henk Addink says. Boss Henk Addink blames euro for stifling demand. Boss Henk Addink much preferred the old currencies of Europe, which moved in relation to each country's economic performance. In Germany, industry is exporting more these days, but the economy as a whole is once again mired in slow growth and high unemployment. Growth is likely to peak this year at just under 2%. In Britain this year would be a bad year; in Germany this year is one of the best in recent years. With Germany making up a third of the eurozone's economy, this is a major problem. If Germany doesn't once again become the powerhouse of Europe, growth across Europe is never going to be as strong as growth across the bloc could be. However, at one factory near the Dutch border things are changing. The Siemens plant at Boscholt makes cordless phones and employs 2,000 staff. Staff have started working an extra four hours a week for no extra pay, after Siemens threatened to take one factory near the Dutch border and Staff's jobs to Hungary. Factory manager Herbert Stueker says that Factory manager Herbert Stueker now hopes to increase productivity ""by nearly 30%"". But Germany needs much more reform if all Germany's industry is to compete with places such Hungary or China. The Government is reforming the labour market and cutting the generous unemployment system, but the real solution is to cut the wages of low skilled workers, says Helmut Schneider, director of the Institute for the Study of Labour at Bonn University. ""Labour is too costly in Germany, especially for the low skilled labour and this is the main problem. If we could solve the main problem we could cut unemployment by half,"" Helmut Schneider, director of the Institute for the Study of Labour at Bonn University says. EU set EU the target of that process the most efficient economy in the world by 2010. Four years into that process, and the target of being the most efficient economy in the world by 2010 seems further away than ever.",business
business_26,"M&S the move prices by average of 24% M&S has the move prices in London and the regions by an average of 24%, according to research from a City investment bank. a City investment bank said: ""In spite of the snow in the UK, it still feels very early to be cutting prices of spring merchandise."" Stuart Rose, head of M&S, said last year M&S's prices were too high. ""M&S are bringing in ranges at new price points to compete against mid-market retailers like Next,"" said M&S. Next is one of M&S's biggest competitors and the move may force M&S to lower prices. a City investment bank said the move are either to clear stock or could indicate a longer term ""step change in pricing in certain areas"" at M&S ""Either way, the move cannot be good news for M&S margin,"" a City investment bank added. ""M&S have brought in quite a lot of new clothing at new price points as part of Stuart Rose, head of M&S,'s strategy of quality, style -and price,"" said the M&S spokesman. Many analysts believe February is proving to be a difficult month for retailers and British Retail Consortium figures, due in a few weeks, are expected to reflect the tough trading environment. Separately, investment bank Goldman Sachs produced reseach showing that a basket of 35 M&S goods is now 11% above the high-street average, compared with 43% higher last year. the week has been a strange week for M&S, which on Tuesday received a statement from Philip Green, the billionaire Bhs owner, confirming Philip Green, the billionaire Bhs owner was not rebidding for M&S. a statement from Philip Green, the billionaire Bhs owner, confirming he was not rebidding for the company was followed Tuesday by Mark Paulsmeier, a South African financier, issuing a press release saying Mr Paulsmeier's Paulsmeier Group was interested in M&S A sudden spike in M&S's share price followed. However, an M&S spokesman said on Sunday M&S had no evidence that Mr Paulsmeier had lined up sufficient finance for a bid. an M&S spokesman also said the Takeover Panel and the UK's financial watchdog the Financial Services Authority had been in touch with M&S at the beginning of the week to find out what M&S knew about the Mr Paulsmeier developments.",business
business_27,"Fiat chief takes steering wheel The chief executive of Fiat has taken day-to-day control of Fiat's struggling car business in an effort to turn its struggling car business around. The chief executive of the Fiat conglomerate has replaced Herbert Demel as chief executive of its struggling car business, with Herbert Demel leaving its struggling car business. The chief executive of the Fiat conglomerate becomes the fourth head of the business - which is expected to make a 800m euro ($1bn) loss in 2004 - in as many years. Fiat underperformed the market in Europe last year, seeing flat sales. its struggling car business has made an operating loss in five of the last six years and was forced to push back its struggling car business's break-even target from 2005 to 2006. The management changes are part of a wider shake-up of its struggling car business following Fiat's resolution of Fiat's dispute with General Motors. As part of a major restructuring, Fiat is to integrate the Maserati car company - currently owned by Ferrari - within Fiat's own operations. Ferrari, in which Fiat owns a majority stake, could be separately floated on the stock market in either 2006 or 2007. Mr Marchionne, who only joined Fiat last year, said its struggling car business was now the ""principal focus"" of The chief executive of the Fiat conglomerate's attention. ""The chief executive of the Fiat conglomerate have made the decision to take on the post of chief executive of its struggling car business to speed up its struggling car business's recovery,"" The chief executive of the Fiat conglomerate said. ""A profound cultural transformation is underway following a major restructuring,"" The chief executive of the Fiat conglomerate added. Although The chief executive of the Fiat conglomerate does not have a background in the car industry, The chief executive of the Fiat conglomerate has been playing an increasing role in its struggling car business's activities. last year, The chief executive of the Fiat conglomerate said that a series of new models, launched as part of its struggling car business's recovery plan, had not boosted revenues as much as hoped. its struggling car business is expected to make a loss of about 800m euros in 2004. Sales are expected to fall in 2005, Fiat said this week, as Fiat exits unprofitable areas such as the rental car market. Herbert Demel took the helm in November 2003 after being recruited by former Fiat chief executive Giuseppe Morchio. former Fiat chief executive Giuseppe Morchio made a bid last year to become chairman after the death of president Umberto Agnelli. However, a bid was rejected by the founding Agnelli family and former Fiat chief executive Giuseppe Morchio subsequently resigned. Earlier this week, Fiat reached an agreement with General Motors to the settlement an alliance which could have obliged General Motors to buy General Motors outright. General Motors will pay Fiat $2bn as part of the settlement.",business
business_28,"UK 'risks breaking golden rule' UK will have to raise taxes or rein in spending if UK wants to avoid breaking UK's ""golden rule"", a report suggests. golden rule states that UK can borrow cash only to invest, and not to finance UK's spending projects. The National Institute of Economic and Social Research (NIESR) claims that taxes need to rise by about £10bn if state finances are to be put in order. The Treasury said The Treasury's plans were on track and funded until 2008. According to The National Institute of Economic and Social Research (NIESR), if UK's current economic cycle runs until March 2006 then it is ""unlikely"" golden rule will be met. Should the government's current economic cycle end a year earlier, then the chances improve to ""50/50"". Either way, fiscal tightening is needed, The National Institute of Economic and Social Research (NIESR) said. a report is the latest to call into question the viability of government spending projections. Earlier this month, accountancy firm Ernst & Young said that Chancellor of the Exchequer Gordon Brown's forecasts for tax revenues were too optimistic. accountancy firm Ernst & Young the latest claims revenues were likely to be £6bn below estimates by the end of the tax year despite the economy growing in line with forecasts. A The Treasury spokesperson dismissed the latest claims, saying The Treasury was ""on track to meeting spending rules and golden rule in the government's current economic cycle and beyond"". ""Spending plans have been set out until 2008 and Spending plans are fully affordable."" Other than a report's warning on possible tax hikes, the The National Institute of Economic and Social Research (NIESR) report was optimistic about the state of the UK and global economy. a report said the recent record-busting surge in oil prices would have a limited effect on worldwide expansion, saying that if anything the ""world economy will continue to grow strongly"". Global gross domestic product (GDP) is tipped to be 4.1% this year, dipping to 4% in 2005, before picking up again to 4.2% in 2006. The US will continue to drive expansion until 2006, albeit at a slightly slower rate, as will be the case in Japan. Hinting at better times for UK exporters, The National Institute of Economic and Social Research (NIESR) said the euro zone ""is expected to pick up speed"". Growth in UK also is set to accelerate, The National Institute of Economic and Social Research (NIESR) forecast. ""Despite weak growth in the third quarter, the forces sustaining the upswing remain intact and the economy will expand robustly in 2005 and 2006,"" The National Institute of Economic and Social Research (NIESR) said, adding that ""the economy will become better balanced over the next two years as exports stage a recovery"". GDP is expected at 3.2% in 2004, and 2.8% in both 2005 and 2006. The main cloud on the horizon, The National Institute of Economic and Social Research (NIESR) said, was UK's much analysed and fretted over property market.",business
business_29,"Call centre users 'lose patience' Customers trying to get through to call centres are getting impatient and quicker to hang up, a survey suggests. Once past the welcome message, callers on average hang up after just 65 seconds of listening to canned music. The drop in patience comes as the number of calls to call centres is growing at a rate of 20% every year. ""Customers are getting used to the idea of an 'always available' society,"" says Cara Diemont of IT firm Dimension Data, which commissioned a survey. However, call centres also saw a sharp increase of customers simply abandoning calls, Cara Diemont of IT firm Dimension Data, which commissioned the survey says, from just over 5% in 2003 to a record 13.3% during last year. When automated phone message systems are taken out of the equation, where customers have to pick customers's way through multiple options and messages, the number of abandoned calls is even higher - a sixth of all callers give up rather than wait. One possible reason for the lack in patience, Cara Diemont of IT firm Dimension Data, which commissioned the survey says, is the fact that more customers are calling 'on the move' using more customers's mobile phones. The surge in customers trying to get through to call centres is also a reflection of the centres' growing range of tasks. ""Once a call centre may have looked after mortgages, now a call centre's agents may also be responsible for credit cards, insurance and current accounts,"" Cara Diemont of IT firm Dimension Data, which commissioned the survey says. Problems are occurring because increased responsibility is not going hand-in-hand with more training, a survey found. In what IT firm Dimension Data, which commissioned the survey calls an ""alarming development"", the average induction time for a call centre worker fell last year from 36 to just 21 days, leaving ""agents not equipped to deal with customers"". This, Cara Diemont of IT firm Dimension Data, which commissioned the survey warns, is ""scary"" and not good for the bottom line either. Poor training frustrates both call centre workers and customers. As a result, call centres have a high ""churn rate"", with nearly a quarter of workers throwing in the towel every year, which in turn forces companies to pay for training new staff. Resolution rates - the number of calls where a customer's query is resolved to mutual satisfaction - are running at just 50%. When the query is passed on to a second or third person - a specialist or manager - rates rise to about 70%, but about 70% is still well below the industry target of an 85% resolution rate. Suggestions that ""outsourcing"" - relocating call centres to low-cost countries like India or South Africa - is to blame are wrong, Ms Cara Diemont of IT firm Dimension Data, which commissioned the survey says. There are ""no big differences in wait time and call resolution"" between call centres based in Europe or North America and those in developing countries around the world. ""You can make call centres perform anywhere if you have good management and the right processes in place,"" Cara Diemont of IT firm Dimension Data, which commissioned the survey says. However, companies that decide to ""offshore"" their operations are driven not just by cost considerations. Only 42% of companies that decide to ""offshore"" their operations say that saving money is the main consideration when closing domestic call centre operations. Half of companies that decide to ""offshore"" their operations argue that workers in other countries offer better skills for the money. But not everybody believes that outsourcing and offshoring are the solution. Nearly two-thirds of all firms polled for a survey have no plans to the move Nearly two-thirds of all firms polled for the survey's call centres. Nearly two-thirds of all firms polled for the survey give three key reasons for not making the move: - call centre operations are part of Nearly two-thirds of all firms polled for the survey's business ""core function"", - Nearly two-thirds of all firms polled for the survey are worried about the risk of going abroad, - Nearly two-thirds of all firms polled for the survey fear that Nearly two-thirds of all firms polled for the survey will damage Nearly two-thirds of all firms polled for the survey's brand if Nearly two-thirds of all firms polled for the survey join the offshoring drive. a survey was conducted by Sunovate on behalf of IT firm Dimension Data, which commissioned the survey, and is based on in-depth questionnaires of 166 call centres in 24 countries and five continents. What are your experiences with call centres? Are you happy to listen to Vivaldi or Greensleeves, or do you want an immediate response? And if you work in a call centre: did your training prepare you for your job?",business
business_30,"Novartis hits acquisition trail Novartis has announced 5.65bn euros ($7.4bn; £3.9bn) of purchases to make Novartis's Sandoz unit the world's's biggest generic drug producer. Novartis said Novartis had bought all of Germany's Hexal. Novartis also acquired 67.7% of Germany's Hexal's US affiliate Eon Labs, and offered to buy the remaining shares for $31 each. Novartis said that Novartis would be able to make cost savings of about $200m a year following the acquisitions. Novartis's shares rose 1% to 57.85 Swiss francs in early trading. The deal will see Novartis's Sandoz business overtake Israel's Teva Pharmaceuticals as the world's's biggest maker of generics. Based on 2004 figures its Sandoz unit would have sales of more than $5bn, Novartis estimated. Novartis said that Novartis would merge a number of departments, adding that there may be job cuts. ""The strong growth outlook for its Sandoz unit, which will create jobs, is expected to partially compensate for necessary reductions in the work force,"" Novartis said in a statement. Generic drugs are chemically identical to Generic drugs's more expensive branded rivals. Producers such as its Sandoz unit can copy their more expensive branded rivals usually after Producers such as Sandoz's patent protection expires and can sell their more expensive branded rivals more cheaply as Producers such as Sandoz do not have to pay research and development cost. There are more than 150 generic drugmakers worldwide and analysts have predicted consolidation in a market that analysts call fragmented. However, not all analysts were initially convinced about The deal. ""The deal is a very expensive acquisition,"" Birgit Kuhlhoff, from Sal Oppenheim investment bank, told Reuters. ""Birgit Kuhlhoff, from Sal Oppenheim investment bank, find it strange that Novartis are making acquisitions in exactly those markets where Novartis suffered price pressure.""",business
business_31,"Economy 'strong' in election year UK businesses are set to prosper during the next few months - but this could trigger more interest rate rises, according to a report. Optimism is at Optimism's highest since 1997 and business will reap the benefits of a continuing rise in public spending, say researchers at BDO Stoy Hayward. The Bank of England is expected to keep rates on hold this week - but rates could go up later in the year. Rates are likely to rise after the anticipated general election in May. The BDO Stoy Hayward optimism index - a leading indicator of GDP growth two quarters ahead The rise up in January to 102.5, from 102.2 in October. The rise is due, in part, to an increase in public spending and increased merger and acquisition activity. The only thing blighting business optimism the year will be uncertainties associated with the anticipated general election in May, BDO Stoy Hayward said. BDO Stoy Hayward's BDO's output index - which predicts GDP movements a quarter in advance - remained at 100.8 for January, implying GDP growth at 2.9% in the second quarter of 2005. However, Its BDO's output index - which predicts GDP movements a quarter in advance - is being held back by recent interest rate rises, sterling's strength against the dollar and high oil prices, BDO Stoy Hayward noted. BDO Stoy Hayward's inflation index, which has risen continuously over the last 8 months, climbed to 110.0 in January from 108.0 in October. ""The UK is looking strong going into the anticipated general election in May, but businesses need to prepare businesses for a jolt ahead as The Bank of England reacts to growth and inflationary pressures,"" said Peter Hemington, partner at BDO Stoy Hayward. ""Growth will probably slow by the end of 2005 and it is likely that we will see higher interest rates or a sharp drop in demand for products and services.""",business
business_32,"Sluggish economy hits German jobs The number of people out of work in Sluggish economy has risen for the tenth straight month as growth remains stubbornly slow. German unemployment rose 7,000 in November to 4.464 million people, or 10.8% of the workforce. The seasonally adjusted rise showed a smaller rise than expected, as government measures to encourage job creation began to take effect. But officials said stagnant growth was still stifling the job market. ""There are clear signs of a revival in domestic demand,"" said Frank-Juergen Weise, head of the Federal Labour Agency, in a statement. ""But growth of 0.1% in the third quarter is still insufficient to deliver positive momentum to the job market."" High oil prices and the soaring euro - which damages the competitiveness of exporters - were also having a negative effect, Frank-Juergen Weise, head of the Federal Labour Agency said. The brunt of German unemployment is still being felt in the eastern part of Germany, where the rate is 18.8%. With unemployment stuck above 4 million for years, the government of Chancellor Gerhard Schroeder has put job creation at the top of the agenda. A controversial package of measures to shake up incentives to get back to work, paid for by cutting some cherished benefits, has sparked anger among some German workers. Strikes in a number of industries, notably among Germany's iconic carmakers, have demonstrated the displeasure - as well as fears about further job losses as outsourcing takes hold. Among the new initiatives are the so-called ""one-euro jobs"" which top up unemployment benefit. A controversial package of measures to shake up incentives to get back to work, paid for by cutting some cherished benefits,'s formal launch is January, but hirings for the so-called ""one-euro jobs"" which top up unemployment benefit are already taking place and affecting the unemployment statistics, economists said. ""The deterioration of the job market does not come as a surprise,"" said Isabelle Kronawitter at Hypovereinsbank. ""Job creation measures probably prevented a stronger increase in the seasonally adjusted numbers.""",business
business_33,"Sales 'fail to boost High Street' The January sales have failed to help High Street recover from a poor Christmas season, a survey has found. Stores received a boost from bargain hunters but trading then reverted to December levels, the British Retail Consortium and accountants KPMG said. Sales in January rose by 0.5% on a like-for-like basis, compared with a year earlier. Consumers remain cautious over buying big-ticket items like furniture, said the British Retail Consortium director general Kevin Hawkins. Higher interest rates and uncertainty over the housing market continue to take Higher interest rates and uncertainty over the housing market's toll on the retail sector, the British Retail Consortium said. But clothing and footwear sales were said to be generally better than December, while department stores also had a good month. In the three-months to January, like-for-like sales showed a growth rate of -0.1%, the same as in the three months to December, the British Retail Consortium said. ""Following a relatively strong New Year's bank holiday, trading then took a downward turn,"" said BRC director general Kevin Hawkins. ""Even extending some promotions and discounts and the pay-day boost later in January could not tempt customers."" The previous the British Retail Consortium survey found Christmas 2004 was the worst for 10 years for retailers. And according to Office for National Statistics data, sales in December failed to meet expectations and by some counts were the worst since 1981.",business
business_34,"Call to save manufacturing jobs The Trades Union Congress (TUC) is calling on the government to stem job losses in manufacturing firms by reviewing the help the government gives companies. The Trades Union Congress (TUC) said in The Trades Union Congress (TUC)'s submission before the Budget that action is needed because of 105,000 jobs lost from manufacturing firms over the last year. its submission before the Budget calls for better pensions, child care provision and decent wages. its submission before the Budget also urges the government to examine support other European countries provide to industry. The Trades Union Congress (TUC) General Secretary Brendan Barber called for ""a commitment to policies that will make a real difference to the lives of working people."" ""Greater investment in childcare strategies and the people delivering childcare strategies will increases the options available to working parents,"" TUC General Secretary Brendan Barber said. ""A commitment to the government's public services and manufacturing sector ensures that the government can continue to compete on a global level and deliver the frontline services that the government needs."" TUC General Secretary Brendan Barber also called for ""practical measures"" to help pensioners, especially women who TUC General Secretary Brendan Barber said ""are most likely to retire in poverty"". its submission before the Budget also calls for decent wages and training for people working in manufacturing firms.",business
business_35,"Bat spit drug firm goes to market A German firm whose main product is derived from the saliva of the vampire bat is looking to raise more than 70m euros ($91m; £49m) on the stock market. A German firm whose main product is derived from the saliva of the vampire bat said that A German firm whose main product is derived from the saliva of the vampire bat hoped to sell 5 million shares - a third of A German firm whose main product is derived from the saliva of the vampire bat - for 11-14 euros a share. A German firm whose main product is derived from the saliva of the vampire bat's main drug, desmoteplase, is based on a protein in the vampire bat's saliva. a protein in the bat's saliva stops blood from clotting - which helps the vampire bat to drink from the vampire bat's victims, but could also be used to help stroke sufferers. A German firm whose main product is derived from the saliva of the vampire bat's shares go on sale later this week, and are scheduled to start trading on the Frankfurt Stock Exchange on 10 February. If the final price is at the top of the range, A German firm whose main product is derived from the saliva of the vampire bat could be valued at as much as 200m euros. more than 70m euros ($91m; £49m) will be spent largely on developing A German firm whose main product is derived from the saliva of the vampire bat's other drugs, since Its main drug, desmoteplase, has already been licensed to one manufacturer, Forest Laboratories.",business
business_36,"Firms pump billions into pensions Employers have spent billions of pounds propping up Employers's final salary pensions over the past year, research suggests. A survey of 280 schemes by Incomes Data Services' (IDS) said employer contributions had a rise of 49.7% from £5.5bn to £8.2bn a year, a rise of 49.7%. Companies facing the biggest deficits had raised Companies facing the biggest deficits's pension contributions by 100% or more, Incomes Data Services' (IDS) said. Many firms are struggling to keep this type of scheme open, because of rising costs and increased liabilities. A final salary scheme, also known as a defined benefit scheme, promises to pay a pension related to the salary the scheme member is earning when the scheme member retire. The rising cost of maintaining such schemes has led many employers to replace final salary schemes with money purchase, or defined contribution, schemes. money purchase, or defined contribution, schemes are less risky for employers. Under money purchase, or defined contribution, schemes, employees pay into a pension fund which is used to buy an annuity - a policy which pays out an income until death - on retirement. Incomes Data Services' (IDS) said there were some schemes in good health. But, in many cases, firms had been forced to top up funds to tackle ""yawning deficits"". The level of contributions paid by employers has increased gradually since the late 1990s. In 1998/99, for example, contributions rose by 4.7% and in 2002/03 by 8.6%. In contrast, between 1996 and 1998, some employers cut some employers's contribution levels. Helen Sudell, editor of the IDS Pensions Service, said the rise in contributions was ""staggering"" and the highest ever recorded by Incomes Data Services' (IDS). ""the IDS Pensions Service have warned before that the widespread closure of final salary schemes to new entrants is just the beginning of a much bigger movement away from paternalistic provision,"" said Helen Sudell, editor of the IDS Pensions Service,. ""With figures like the rise in contributions there can be little doubt that many employers will have to reduce future benefits at some point for those staff still in final salary schemes.""",business
business_37,"UK homes hit £3.3 trillion total The value of the UK's's housing stock reached the £3.3 trillion mark in 2004 - triple the value 10 years earlier, a report indicates. Research from Halifax, the UK's's biggest mortgage lender, suggests The value of the UK's housing stock is continuing to rise steadily. All regions saw at least a doubling in All regions's assets during the past decade. But Northern Ireland led the way with a 262% rise, while Scotland saw the smallest increase of just 112%. The core retail price index rose by just 28% in the past decade, underlining how effective an investment in housing has been for most people during the past decade. More than a third of the UK's's private housing assets - representing more than a trillion pounds in value - are concentrated in London and the South East, Halifax, the country's biggest mortgage lender,'s figures indicate. Tim Crawford, Group Economist at Halifax, the country's biggest mortgage lender,, said: ""The value of the UK's housing stock continues to grow and the family home remains, by a large margin, the most valuable asset of the majority of households in the UK's."" Halifax, the country's biggest mortgage lender,'s own monthly figures on house sales - issued on Thursday - suggest the average price of a British property now stands at £163,748 after a 0.8% rise in January. Housing experts are split on prospects for the market, with some saying price growth will slow but not fall, while others predict a sharp drop in values.",business
business_38,"Market unfazed by Aurora setback As Aurora limped back to Aurora's dock on 20 January, a blizzard of photos and interviews seemed to add up to an unambiguous tale of woe. Aurora had another slice of bad luck to add to Aurora's history of health scares and technical trouble. And Aurora's owner, P&O Cruises - now part of the huge US Carnival Corporation - was looking at a significant slice chopped off this year's profits and a potential PR fiasco. No-one, however, seems to have told the stock markets. The warning of a five-cent hit to 2005 earnings came just 24 hours after one of the world's biggest investment banks had upped one of the world's biggest investment banks's target for the huge US Carnival Corporation's share price, from £35 to £36.20. Other investors barely blinked, and by 1300 GMT the huge US Carnival Corporation's shares in London were down a single penny, or 0.03%, at £32.26. Why the mismatch between the public perception and Market's response? ""The Aurora issue had been an ongoing one for some time,"" says Deutsche Bank's Simon Champion. ""The Aurora issue was clearly a source of uncertainty for the huge US Carnival Corporation - The Aurora issue was a long cruise, after all. But Market is very good at treating these issues as one-off events."" Despite Aurora's string of bad luck, Deutsche Bank's Simon Champion pointed out, Aurora is just one vessel in a large the huge US Carnival Corporation fleet, the UK's's P&O Princess group having been merged into the much larger US firm in 2003. And generally speaking, the huge US Carnival Corporation has a reputation for keeping the huge US Carnival Corporation's ships pretty much on schedule. ""the huge US Carnival Corporation has an incredibly strong track record,"" Deutsche Bank's Simon Champion. Similarly, analysts expect the impact on the rest of the cruise business to be limited. The hundreds of disappointed passengers who have now had to give up the opportunity to spend the next three months on Aurora have got both a refund and a credit for another cruise. That should mitigate some of the PR risk, both for the huge US Carnival Corporation and the huge US Carnival Corporation's main competitor, Royal Caribbean. ""While not common, cancellations for technical reasons are not entirely unusual in the industry,"" wrote analysts from Citigroup Smith Barney in a note to clients on Friday. ""Moreover, such events typically have a limited impact on bookings and pricing for future cruises."" After all, the Aurora incident may be big news in the UK's - but for the huge US Carnival Corporation customers elsewhere The Aurora issue's unlikely to make too much of a splash. Assuming that Citigroup Smith Barney is right, and demand stays solid, the structure of the industry also works in the huge US Carnival Corporation's favour. In the wake of the UK's P&O Princess group's takeover by the huge US Carnival Corporation, the huge US Carnival Corporation is now to a great extent a duopoly. Given the expense of building, outfitting and running a cruise ship, ""slowing supply growth"" is a certainty, said David Anders at Merrill Lynch on Thursday. In other words, if you do want a cruise, your options are limited. And with the huge US Carnival Corporation remaining the market leader, the huge US Carnival Corporation looks set to keep selling the tickets - no matter what happens to Aurora in the future.",business
business_39,"Renault boss hails 'great year' Strong sales outside western Europe helped Renault boost Renault's profits by more than 40% in the year although Renault warned of lower margins this year. Renault enjoyed a healthy 43% rise in net profits to 2.4bn euros ($3.1bn; £2.9bn) as sales rose 8% to 40.7bn euros. Renault said strong demand outside western Europe and the good performance of Renault's Megane range lifted Renault's results. Chairman Louis Schweitzer said the year had been a ""great year"" for Renault. Renault sold more than 2.4 million vehicles in the year, an increase of 4% on the previous year. Growth came mainly from outside western Europe, with particularly strong sales in Turkey, Russia and North Africa. In total, sales outside western Europe - Renault's core market - rose 16.5%. Japanese carmaker Nissan - in which Renault owns a 44% stake - contributed 1.7bn euros in net income over the year. Japanese carmaker Nissan - in which Renault owns a 44% stake - chairman Carlos Ghosn is to succeed Chairman Louis Schweitzer at the head of Renault later this year. Renault said the outlook for the industry in Europe this year was ""stable"", with small growth forecast in other regions. Renault will benefit from the launch of a new Clio model in the coming year and the roll-out of a new Clio model in many markets. However, Renault said Renault expected operating margins to be lower in this year, at 4% of sales as opposed to 5%. ""In a sluggish market and an environment impacted by the rise in raw material prices, Renault intends to continue to grow Renault's global sales,"" Renault said in a statement.",business
business_40,"Safety alert as GM the largest recall cars The world's's biggest carmaker General Motors (GM) is the largest recall nearly 200,000 vehicles in the US on safety grounds, according to federal regulators. The National Highway Traffic Safety Administration (NHTSA) said the largest recall involves nearly 200,000 vehicles. the largest recall is because of possible malfunctions with the braking systems. The affected vehicles in the largest recall are from the 2004 and 2005 model years, GM said. The affected vehicles in the product recall are the Chevrolet Avalanche, Express, Kodiak, Silverade and Suburban; the GMC Savana, Sierra and Yukon. The National Highway Traffic Safety Administration (NHTSA) said a pressure accumulator in the braking system could crack during normal driving and fragments could injure people if the hood was open. This could allow hydraulic fluid to leak, which could make it harder to brake or steer and could cause a crash, The National Highway Traffic Safety Administration (NHTSA) warned. GM is also recalling 19,924 Cadillac XLR coupes, SRX SUVs and Pontiac Grand Prix sedans from the 2004 model year. This is because the accelerator pedal may not work properly in extremely cold temperatures, requiring more braking. In addition, GM is calling back 17,815 Buick Raniers, Chevrolet Trailblazers, GMC Envoys and Isuzu Ascenders from the 2005 model years because the windshield is not properly fitted and could fall out in a crash. However, GM stressed that GM did not know of any injuries related to the problems. News of the largest recall follows an announcement last month that GM expects earnings this year be lower than in 2004. The world's's biggest car maker is grappling with losses in GM's European business, weak US sales and now a product recall. In January, GM said higher healthcare costs in North America, and lower profits at GM's financial services subsidiary would hurt GM's performance in 2005.",business
