document_index,document,class
business_42,"Oil prices reach three-month low Oil prices have fallen heavily for a second day, closing at three-month lows after news that US crude stocks have improved ahead of winter. London Brent crude closed at $40.15 on Thursday - a drop of 5.1% - having dived below $40 a barrel for the first time since mid-September. US light crude traded in New York lost more than $2 to $43.25, US light crude traded in New York's lowest close since 10 September. The price of both benchmark crudes has The falls 12% in two days. The falls were triggered when the Energy Information Administration (EIA) The news on Wednesday that US crude stocks were 3.5% higher than a year ago. The news calmed worries about winter shortages. Weak US fuel and heating oil stocks have been a persistent factor in pushing up oil prices. ""It's amazing how quickly sentiment changed,"" said Rick Mueller, an analyst at Energy Security Analysis. Analysts also attributed The falls to mild early-winter weather, which has tempered demand for heating oil. The stronger fuel inventories helped boost US stock markets to nine-month highs on Wednesday, though only the Nasdaq index had hung onto nine-month highs by the end of Thursday. In London, the FTSE 100 index closed 15 points higher at 4,751. The falls helped to ease persistent investor jitters over the impact of energy costs on company profits and economic growth. However, traders warned that The falls could be short-lived if there is a cold snap in North America this winter or any major supply problems in other parts of the world. The price of crude is still up about 30% on the start of 2004, but has fallen from the record of $55.67 set in late October. Opec nations have increased production to 25-year highs to meet global demand and this has helped rebuild US stocks hit by supply disruptions after Hurricane Ivan in September. Traders were also encouraged by comments on Wednesday from the energy minister of Opec member Algeria. the energy minister of Opec member Algeria said Opec member Algeria was likely to keep output unchanged when Opec member Algeria meets next week. However, some analysts believe The falls may harden Opec member Algeria's attitude to over-production, leading to a scaling back of oil output. Fears still remain over the level of US heating oil stocks, which are rising but remain down on 2004 levels. A cold spell in North America would start to deplete supplies and could spark further price rises. Analysts, however, say prices will fall further if inventories continue to rise. ""Mother Nature is going to be huge in the next several weeks,"" said Kyle Cooper, at Citigroup Global Markets. ""Long term Kyle Cooper, at Citigroup Global Markets think we're headed to $30-35 but Kyle Cooper, at Citigroup Global Markets don't think we're doing that yet. We have a lot of winter left."" John Person, president of National Futures Advisory Services, said the the Energy Information Administration (EIA) data indicated there should be adequate supplies for the next three months in the US. .",business
business_43,"Markets fall on weak dollar fears Rising oil prices and the sinking dollar hit shares on Monday after a finance ministers' meeting and stern words from Fed chief Alan Greenspan. The London FTSE fell 0.8% while Tokyo's Nikkei 225 dropped 2.11%, Tokyo's Nikkei 225's steepest fall in three months. G20 finance ministers said nothing about supporting the dollar, whose slide could further jeopardise growth in Japan and Europe. And Fed chief Alan Greenspan warned Asian states could soon stop funding the US deficit. On Monday afternoon, the euro was close to an all-time high against the sinking dollar at above $1.30. Oil pushed higher too on Monday, as investors fretted about cold weather in the US and Europe and a potential output cut from oil producers' group Opec, although prices had cooled by the end of Monday. In London, the benchmark Brent crude price closed down 51 cents at $44.38 a barrel, while New York light sweet crude closed down 25 cents at $48.64 a barrel. The slide comes as the US has been attempting to talk up the traditional ""strong dollar"" policy. The latest to pitch in has been President George W Bush himself, who told the Asia Pacific Economic Co-operation (Apec) summit in Chile that he remained committed to halving the budget deficit. Together with a $500bn trade gap, the red ink spreading across the US's public finances is widely seen as a key factor driving the sinking dollar lower. And last week US Treasury Secretary John Snow told an audience in the UK that the traditional ""strong dollar"" policy remained unaltered. But US Treasury Secretary John Snow also said that the rate was entirely up to the markets - a signal which traders took as advice to sell the sinking dollar. Some had looked to a finance ministers' meeting for direction. But US Treasury Secretary John Snow made clear exchange rates had not been on the agenda. For the US, letting the sinking dollar drift is a useful short-term fix. US exports get more affordable, helping perhaps to close a $500bn trade gap. In the meantime, the debt keeps getting bigger, with Congress authorising an $800bn rise in what the US can owe - taking the debt to $8.2 trillion. But in a speech on Friday, Federal Reserve chairman Alan Greenspan warned that in the longer term things are likely to get tricky. At present, much of gap in both public debt is covered by selling bonds to Asian states such as Japan and China, since the sinking dollar is seen as the world's reserve currency. Similarly, Asian investment helps bridge the gap in the current account - the deficit between what the US spends and what the US earns. But already the US are turning more cautious - an auction of debt in August found few takers. And Federal Reserve chairman Alan Greenspan said that could turn into a trend, if the fall of the sinking dollar kept eating into the value of those investments. ""It seems persuasive that, given the size of the US deficit, a diminished appetite for adding to dollar balances must occur at some point,"" Federal Reserve chairman Alan Greenspan said.",business
business_44,"Five million Germans out of work Germany's's unemployment figure the jump of 572,900 in the numbers above the psychologically important level of five million last month. On Wednesday, the German Federal Labour Agency said Germany's unemployment figure had reached 5.037 million in last month, which takes the jobless rate to 12.1%. ""Yes, Germany's have effectively more than five million people unemployed,"" a government minister said earlier on ZDF public television. Unemployment has not been this high in Germany's since the 1930s. Changes to the way the statistics are compiled partly explain the jump of 572,900 in the numbers. But the numbers are embarrassing for Germany's. ""With the numbers apparently the worst we've seen in the post-war period, the numbers are very charged politically,"" said Christian Jasperneite, an economist with MM Warburg. ""the numbers could well put an end to the recent renaissance we've seen by the SPD [the ruling Social Democrats] in the polls, and with state elections due in Schleswig-Holstein and North Rhine-Westphalia, the numbers may have an adverse effect on Germany's's chances there."" The opposition also made political capital from the numbers. The opposition said there are a further 1.5 million-2 million people on subsidised employment schemes who are, in fact, looking for real jobs. The opposition added that government reforms, including unpopular benefit cuts, do not go far enough. Under Germany's's controversial ""Hartz IV"" reforms, which came into effect at the beginning of the year, both those on unemployment benefits and welfare support and those who are long-term unemployed are officially classified as looking for work. The bad winter weather also took The bad winter weather's toll, as key sectors such as the construction sector laid off workers. Adjusted for the seasonal factors, Germany's unemployment figure rose by 227,000 in last month from December.",business
business_45,"German bidder in talks with LSE Deutsche Boerse bosses have held ""constructive, professional and friendly"" talks with LSE, Deutsche Boerse's chief has said. its chief met LSE chief executive Clara Furse amid rumours Deutsche Boerse may raise Deutsche Boerse's bid to £1.5bn ($2.9bn) from Deutsche Boerse's initial £1.3bn offer. However, rival suitor Euronext also upped the ante in the bid battle. Ahead of talks with LSE on Friday, Deutsche Boerse The news Deutsche Boerse may be prepared to make Deutsche Boerse's offer in cash. The Paris-based exchange, owner of Liffe in London, is reported to be ready to raise £1.4bn to fund a bid. The news came as Deutsche Boerse held Deutsche Boerse's third meeting with LSE since Deutsche Boerse's bid approach in December which was turned down by the London exchange for undervaluing the business. However, LSE did agree to leave the door open for talks to find out whether a ""significantly-improved proposal"" would be in the interests of LSE's shareholders and customers. In the meantime, Euronext, which combines the Paris-based, Amsterdam and Lisbon stock exchanges, also began talks with LSE. In a statement on Thursday, rival suitor Euronext said any offer was likely to be solely in cash, but added that: ""There can be no assurances at this stage that any offer will be made."" A deal with either bidder would create the biggest stock market operator in Europe and the second biggest in the world after the New York Stock Exchange. However, neither side has made a formal offer for LSE, with sources claiming such a step may still be weeks away. Deutsche Boerse could also face mounting opposition to a bid at home. Among sweeteners reported to have been discussed by its chief with LSE chief executive Clara Furse were plans to the move the management of Deutsche Boerse's cash and Eurex derivatives market to London, as well as two members of Deutsche Boerse's executive board. But, Hans Reckers, a board member of Germany's central bank, the Bundesbank, said that cash trading should also remain in Frankfurt, something Deutsche Boerse could move to the UK. ""It is not just the headquarters of Deutsche Boerse but also important market segments that must stay permanently in Frankfurt. This has special importance for the business activities of the banks and the consultants,"" Hans Reckers, a board member of Germany's central bank, the Bundesbank, said. Local government officials in Frankfurt's state of Hessen have also spoken out against the move. ""It is Local government officials in Frankfurt's state of Hessen's wish that the headquarters stay here to maintain Frankfurt's standing as the number one financial centre in Europe,"" Alois Rhiel, Frankfurt's minister for economic affairs added.",business
business_46,"Amex shares up on spin-off news Shares in Amex surged more than 8% on Tuesday after Amex said Amex was to spin off Amex's less profitable financial advisory subsidiary. Amex said its less profitable financial advisory subsidiary would boost Amex's profitability. its less profitable financial advisory subsidiary has more than 12,000 advisers selling financial advice, funds and insurance to 2.5 million customers. Over the years its less profitable financial advisory subsidiary has delivered poor profits and even some losses. ""This is an excellent move by Amex to focus on Amex's core businesses, and sell off its less profitable financial advisory subsidiary,"" said Marquis Investment Research analyst Phil Kain. Analysts estimate that its less profitable financial advisory subsidiary could have a market value of $10bn (£5.3bn). its less profitable financial advisory subsidiary was acquired by Amex 20 years ago as Investors Diversified Service, of Minneapolis, at a time when firms were amassing one-stop financial empires. However, the business of selling investments was never integrated with the rest of Amex.",business
business_47,"Stock market eyes Japan recovery Japanese shares have ended the year at Japanese shares's highest level since 13 July amidst hopes of an economic recovery during 2005. The Nikkei index of leading shares gained 7.6% during the year to close at 11,488.76 points. In 2005 The Nikkei index of leading shares ""will rise toward 13,000"", predicted Morgan Stanley equity strategist Naoki Kamiyama. The optimism in the financial markets contrast sharply with pessimism in the Japanese business community. Earlier this month, the quarterly Tankan survey of Japanese manufacturers found that business confidence had the fall in confidence for the first time since March 2003. Slower economic growth, rising oil prices, a stronger yen and weaker exports were blamed for the fall in confidence. Despite this, traders expect strength in the global economy to benefit Japan. Structural reform within Japan and an anticipated end to the banking sector's bad debt problems should also help, traders say.",business
business_48,"Iraqi voters turn to economic issues Beyond the desperate security situation in Iraq lies an economy in tatters. A vicious cycle of unemployment, poor social services and poverty has been made worse by a lack of investment. So there is much hope that an elected government will break the deadlock. ""First rule of law, then an economy in tatters,"" says Radwan Hadi, deputy managing director of Aberdeen-based oil and gas consultancy Blackwatch Petroleum Services, which entered Iraq in 2003. Radwan Hadi, deputy managing director of Aberdeen-based oil and gas consultancy Blackwatch Petroleum Services, which entered Iraq in 2003's view about what an elected government's priorities should be is shared by many Iraqis. an economy in tatters has become the second-most dominant issue for many political parties ahead of Sunday's election, according to Bristol University political scientist Anne Alexander, who is working on a project that looks at governance and security in Iraq. Job creation ranks high both on election manifestos and on the Iraqi people's wish list. Nobody knows exactly how many Iraqis are out of work, but it is clear that the situation is dire. ""Estimates of Iraq's unemployment rate vary, but the Washington-based independent think-tank The Brookings Institution estimate Iraq's unemployment rate to be between 30-40%,"" the Washington-based independent think-tank The Brookings Institution says in the Washington-based independent think-tank The Brookings Institution's Iraq Index. But some progress has been made, largely thanks to Iraq's oil revenues which have exceeded $22bn since June 2003. Iraq's infrastructure is on the mend, with notable improvements having been made in areas such as electricity supply, irrigation, telephone networks and the re-opening of hospitals. But serious problems remain and the growing divide between haves and have-nots is angering voters. One Iraqi woman told Bristol University political scientist Anne Alexander, who is working on a project that looks at governance and security in post-war Iraq about One Iraqi woman's frustration as One Iraqi woman watched TV adverts for private hospitals soon after having failed to track down basic medicines from Baghdad's's pharmacies. Observes Radwan Hadi, deputy managing director of Aberdeen-based oil and gas consultancy Blackwatch Petroleum Services, which entered Iraq in 2003: ""an economy in tatters at present marks a big divide; the rich get richer, the poor get poorer."" An indication of marks can be seen in the world of finance where, in contrast with the daily plight of ordinary people, 19 private banks operate, only one of which is run in accordance with Islamic banking principles. Hopes are high for the future of finance, so foreign banks have been buying into finance. National Bank of Kuwait has bought a majority stake in Credit Bank of Iraq, the Jordanian investment bank Export & Finance Bank has bought 49% of National Bank of Iraq. Foreign firms also hope to cash in on the reconstruction effort. Bechtel's's efforts to rebuild schools and restore power have attracted controversy as well as boosting Bechtel's's bottom line while Halliburton has enjoyed a wealth of military contracts. But the involvement of foreign firms in the health and banking sectors and beyond sits uneasily with many Iraqis who are accustomed to Iraq taking responsibility for functions that are essential to making society work, observes Bristol University political scientist Anne Alexander, who is working on a project that looks at governance and security in post-war Iraq. ""the involvement of foreign firms in the health and banking sectors and beyond is seen as a selling off of Iraq's assets and bringing in multinationals at the expense of Iraqi businesses and Iraqi workers,"" Bristol University political scientist Anne Alexander, who is working on a project that looks at governance and security in post-war Iraq says. Consequently, an elected government has been forced to backtrack in recent months over an elected government's proposal to allow 100% foreign ownership of Iraqi assets, Bristol University political scientist Anne Alexander, who is working on a project that looks at governance and security in post-war Iraq explains. In the West, it is easy to forget that the otherwise brutal Baathist regime used to look after the majority of Iraq's citizens rather well in terms of job creation, social security and healthcare. Opinion polls suggest that ""people still want Iraq to take a leading role in providing job creation, social security and healthcare"", Bristol University political scientist Anne Alexander, who is working on a project that looks at governance and security in post-war Iraq says. Yet in some areas of the economy, investment from abroad is still warmly welcomed, insists Mr Hadi, an Iraqi who left Iraq three decades ago. ""Radwan Hadi, deputy managing director of Aberdeen-based oil and gas consultancy Blackwatch Petroleum Services, which entered Iraq in 2003 think the private sector will evolve incredibly fast,"" Radwan Hadi, deputy managing director of Aberdeen-based oil and gas consultancy Blackwatch Petroleum Services, which entered Iraq in 2003 says. ""Iraq's vast natural resources can support any magnitude of economic growth."" Many foreign companies say Many foreign companies are keen to get in on the act, yet few are actually entering Iraq in any meaningful way. But there are exceptions. Radwan Hadi, deputy managing director of Aberdeen-based oil and gas consultancy Blackwatch Petroleum Services, which entered Iraq in 2003's Blackwatch is just one of many small operators preparing for a much bigger future. Aberdeen-based oil and gas consultancy Blackwatch Petroleum Services, which entered Iraq in 2003's Baghdad-based affiliate Falcon Group has dozens of people working for Aberdeen-based oil and gas consultancy Blackwatch Petroleum Services, which entered Iraq in 2003 across Iraq in Kirkuk and Baghdad's, and Aberdeen-based oil and gas consultancy Blackwatch Petroleum Services, which entered Iraq in 2003's engineers and geo-scientists work with the Iraqi oil ministry to hammer out technology transfer issues, Radwan Hadi, deputy managing director of Aberdeen-based oil and gas consultancy Blackwatch Petroleum Services, which entered Iraq in 2003 points out. ""its engineers and geo-scientists are trying to work. The Iraqi business people will do business at all times. ""Life goes on in Iraq, the people take responsibility, the people want to live normal lives.""",business
business_49,"China continues breakneck growth China's economy has The news by a breakneck 9.5% during 2004, faster than predicted and well above 2003's 9.1%. The news may mean more limits on investment and lending as China tries to take China's economy off the boil. China has sucked in raw materials and energy to feed China's expansion, which could have knock-on effects on the rest of the world if China overheats. But officials pointed out that industrial growth had slowed, with services providing much of the impetus. Growth in industrial output - the main target of government efforts to impose curbs on credit and investments - was 11.5% in 2004, down from 17% the previous year. Still, consumer prices - at 2.4% - rose faster than in 2004, adding to concern that a sharp rise in producer prices of 7.1% could stoke inflation. And overall investment in fixed assets was still high, up 21.3% from the previous year - although some way off the peak of 43% seen in the first quarter of 2004. The result could be higher interest rates. China raised rates by 0.27 percentage points to 5.8% - China's first hike in nine years - in October 2004. Despite the apparent rebalancing of China's economy the overall growth picture remains strong, economists said. ""There is no sign of a slowdown in 2005,"" said Tim Congdon, economist at ING Barings. China's economy is not only gathering speed thanks to domestic demand, but also from soaring sales overseas. Figures released earlier this year showed exports at a six-year high in 2004, up 35%. Part of the impetus comes from the relative cheapness of the yuan, China's currency. China keeps the yuan, China's currency pegged close to a rate of 8.28 to the US dollar, - much to the chagrin of many US lawmakers who blame China for lost jobs and competitiveness. Despite urging to ease the peg, officials insist officials are a long way from ready to make a shift to a more market-set rate. ""We need a good and feasible plan and formulating such a plan also needs time,"" National Bureau of Statistics chief Li Deshui told Reuters. ""Those who hope to make a fortune by speculating on a renminbi revaluation will not succeed in making a profit.""",business
business_50,"Japan's's ageing workforce: built to last In his twenties he battled tuberculosis for eight years, then went on to run his own clothing business before marrying in his late thirties. And the 101-year-old Torao Toshitsune has eaten raw fish pretty much every day throughout the 101-year-old Torao Toshitsune's life. the 101-year-old Torao Toshitsune is one of Japan's's 23,000 centenarians - a club that is growing by 13% annually, and where the oldest member is 114. At the 101-year-old Torao Toshitsune's neat Osaka detached house, where the 101-year-old Torao Toshitsune lives with one of the 101-year-old Torao Toshitsune's sexagenarian daughters, the 101-year-old Torao Toshitsune keeps a regular routine of copying out Buddhist sutras and preparing the traditional Japanese tea ceremony. Between tasks, the 101-year-old Torao Toshitsune reveals what the 101-year-old Torao Toshitsune's next goal is: ""Well, what's most important for the 101-year-old Torao Toshitsune is to be Japan's's number one."" the 101-year-old Torao Toshitsune wants to outlive everyone. And when it comes to longevity, Japan's, appears to be doing just that. Women can expect to this phenomenon until 85, men until 78, four years longer than Americans and Europeans. On the outskirts of Kyoto, 83-year-old Yuji Shimizu contemplates this phenomenon during a round of golf with 83-year-old Yuji Shimizu's younger friends, who are in his younger friends, who are in their seventies's seventies. ""83-year-old Yuji Shimizu think this is because the food industry and the environment have improved,"" 83-year-old Yuji Shimizu remarks. ""On average, we can live longer."" Whether it's the diet, or the traditional family structure where roles were clearly defined, or just something in the genes, Japan's's elderly are remarkable. But while life may be a game of golf for 83-year-old Yuji Shimizu, 83-year-old Yuji Shimizu's grandchildren have huge problems ahead. Japan's is the world's's least fertile nation with childbirth rates of just two thirds of that in the US. By 2007, Japan's's population is expected to peak at 127 million, then shrink to under 100 million by the middle of the century. This means 30 million fewer workers at a time when the number of elderly will have almost doubled. ""In the year 2050, if the birth rate remains the same people over 60 will make up over 30% of the population,"" explains Shigeo Morioka of the International Longevity Centre in Tokyo. So how will Japan's's finances stay on track? After a decade of economic stagnation and huge deficit spending, the public sector debt is already about 140% of Japan's's gross domestic product (GDP), the highest rate among industrialised countries. The International Monetary Fund predicts that as the falling birth rate takes grip from 2010, the cost of running Japan's's welfare state will double to more than 5% of GDP, while current account balances will deteriorate by over 2%. But unfortunately, Japan's appears poorly prepared both financially and politically. Glen Wood, Vice President of Deutsche Securities Japan, asks; ""Who's going to fund the pension fund for the next generation and indeed who are going to be the new Japanese worker? ""Who is going to build the economy, who are going to be the leaders? Who are going to be the producers of the GDP going forward?"" One option is further welfare reform. Another is immigration, possibly from the Philippines and Indonesia. But so far, any emerging policy appears restricted to a limited number of nursing staff. Standing next to Tokyo harbour is a version of New York's Statue of Liberty. But, as yet, Japan's is not ready for an Ellis Island. ""Japan's has never really liked that option in Japan's's history and Glen Wood, Vice President of Deutsche Securities Japan think that option's an option that's becoming more and more plausible and necessary,"" insists Glen Wood, Vice President of Deutsche Securities Japan. In Japan's, as in Europe which also faces a workforce decline, immigration is a very sensitive subject. But for the economy, facing 8% fewer consumers by 2050 means slumping domestic sales of cars, hi-tech kit and home appliances, perhaps even another property crash. Of course the Japanese could always have more children. The government is currently considering financial rewards for procreative couples similar to those in operation in Australia. But there would be no pay back until 2030, when today's babies are taxpayers, and the demographic crisis, like in Europe which also faces a workforce decline, starts to unfold in 2010. In contrast to Japan's - and of course the European Union - the US population is expected to increase by 46% to 420 million by the middle of the century. Although President Bush must re-devise Social Security to take account of a 130% rise in the US's over 65s, The International Monetary Fund foresees a positive contribution to the US current account balance from the combined forces of fertility and immigration. Some voices in Japanese industry are calling for radical changes to the nature of the Japanese labour market. Some voices in Japanese industry want a shift towards financial services, though doubts persist over Japan's's ability, let alone willingness, to move away from manufacturing. ""Japan's still has problems getting a viable banking system, let alone shifting Japan's's auto business or Japan's's semi-conductor business or the broad based tech manufacturing business overseas,"" says Glen Wood, Vice President of Deutsche Securities Japan. Japan's can either drive some radical reforms or else run the risk of a vicious ageing recession. Falling demand and a lower tax take could result in soaring budget pressures and a basket case currency. Come 2020, Japan's could be more dependent on a shrinking workforce than any other industrialised power. There are fears that the world's's number two economy is doomed to a permanent recession. But none of fears that the world's number two economy is doomed to a permanent recession is the 101-year-old Torao Toshitsune's concern anymore. At 101, the 101-year-old Torao Toshitsune chuckles that, the 101-year-old Torao Toshitsune feels fine.",business
business_51,"UK economy facing 'major risks' The UK manufacturing sector will continue to face ""serious challenges"" over the next two years, the British Chamber of Commerce (BCC) has said. the British Chamber of Commerce (BCC)'s quarterly survey of companies found exports had The rise up in the last three months of last year to exports's best levels in eight years. The rise came despite exchange rates being cited as a major concern. However, the British Chamber of Commerce (BCC) found the whole UK economy still faced ""major risks"" and warned that growth is set to slow. the British Chamber of Commerce (BCC) recently forecast economic growth will slow from more than 3% in last year to a little below 2.5% in both 2005 and 2006. Manufacturers' domestic sales growth fell back slightly in the quarter, The group's quarterly survey of companies found. Employment in manufacturing also fell and job expectations were at job expectations's lowest level for a year. ""Despite some positive news for the export sector, there are worrying signs for manufacturing,"" the British Chamber of Commerce (BCC) said. ""These results reinforce the British Chamber of Commerce (BCC)'s concern over manufacturing's persistent inability to sustain recovery."" The outlook for the service sector was ""uncertain"" despite an increase in exports and orders over the quarter, the British Chamber of Commerce (BCC) noted. the British Chamber of Commerce (BCC) found confidence increased in the quarter across both the manufacturing and service sectors although overall confidence failed to reach the levels at the start of last year. The reduced threat of interest rate increases had contributed to improved confidence, the British Chamber of Commerce (BCC) said. The Bank of England raised interest rates five times between November 2003 and August last year. But rates have been kept on hold since then amid signs of falling consumer confidence and a slowdown in output. ""The pressure on costs and margins, the relentless increase in regulations, and the threat of higher taxes remain serious problems,"" the British Chamber of Commerce (BCC) director general David Frost said. ""While consumer spending is set to decelerate significantly over the next 12-18 months, it is unlikely that investment and exports will rise sufficiently strongly to pick up the slack.""",business
business_52,"Steady job growth continues in US US the dip in hiring fewer jobs than expected in December, but analysts said that the dip in hiring was not enough to derail US. According to Labor Department figures, 157,000 new jobs were added December. 157,000 new jobs took last year's's total to 2.2 million, the best showing in five years. Job creation was one of last year's's main concerns for US. While worries still remain, the conditions are set for steady growth in 2005, analysts said. The unemployment rate stayed at 5.4% in December, and about 200,000 jobs will need to be created each month if The unemployment rate is to drop. ""It was a respectable report,"" said Michael Moran, analyst at Daiwa Securities. ""Payroll growth in December was a little lighter than the consensus forecast, but Daiwa Securities had upward revisions to the prior two months and an increase in manufacturing employment."" ""Manufacturing is a cyclical area of US and if Manufacturing's showing job growth, it's a good indication that US is on a solid growth track."" That means that the Federal Reserve is likely to continue the Federal Reserve's policy of raising interest rates. the Federal Reserve lifted borrowing costs five times last year's to 2.25%, citing evidence the US economic recovery was becoming more robust. Job creation was one of last year's's main concerns for US, and proved to be a main topic of debate in the US presidential election. While demand for workers is far from booming, the conditions are set for steady growth. ""Overall, compared to the previous year US looks great, US just keeps going stronger and stronger and Kurt Karl, economist at Swiss Re in New York expect that to be the case"" in 2005, said Kurt Karl, economist at Swiss Re in New York. Meanwhile, economists cautioned against reading too much into data from the Federal Reserve showing an unexpected $8.7bn drop in consumer debt in November. A fall in consumer spending, which makes up about two-thirds of all US economic activity, could help limit the extent of any future interest rate rises. But economists said there could be a number of reasons for a fall in the borrowing, which include credit cards and personal loans, while noting that such figures can vary on a month-to-month basis.",business
business_53,"Dutch bank to lay off 2,850 staff ABN Amro, the Netherlands''s largest bank, is to The cuts - amounting to 3% of the bank's workforce - 2,850 staff as a result of falling profits. The cuts - amounting to 3% of ABN Amro, the Netherlands' largest bank,'s workforce - will result in a one-off charge of 790m euros ($1.1bn). About 1,100 jobs will go in investment banking while 1,200 and 550 will go in IT and human resources respectively. ABN Amro, the Netherlands' largest bank, is the third large European bank to announce cutbacks in the past month following Deutsche Bank and Credit Suisse Group. ABN Amro, the Netherlands' largest bank,'s profitability has been hit by a fall in mortgage lending in the United States - ABN Amro, the Netherlands' largest bank,'s largest single market - following recent interest rate rises. ABN Amro, the Netherlands' largest bank,'s operations in the Netherlands' and the United Kingdom will be hardest hit. Jobs will also be lost in the United States - the bank's largest single market - and across ABN Amro, the Netherlands' largest bank,'s operations in the Americas and Asia-Pacific regions. The restructuring is designed to improve efficiency by reducing administrative costs and increasing focus on client service. ABN Amro, the Netherlands' largest bank, said ABN Amro, the Netherlands' largest bank, was on course for a 10% rise in net income this year but operating profits are set to fall because of a fall in US revenues. ABN Amro, the Netherlands' largest bank, currently has more than 100,000 staff. ""To get any profit growth in the coming years, ABN Amro, the Netherlands' largest bank, will have to lower costs, so shedding jobs makes total sense,"" Ivo Geijsen, an analyst with Bank Oyens & Van Eeghen, told Bloomberg. Europe's leading banks seem set for a period of retrenchment. Deutsche Bank said earlier this month Deutsche Bank would reduce Deutsche Bank's German workforce by 1,920 while as many as 300 jobs will be lost at Credit Suisse First Boston.",business
business_54,"Fannie Mae 'should restate books' US mortgage company Fannie Mae should restate US mortgage company Fannie Mae's earnings, a move that is likely to put a billion-dollar dent in US mortgage company Fannie Mae's accounts, watchdogs have said. The Securities & Exchange Commission accused US mortgage company Fannie Mae of using techniques that ""did not comply in material respects"" with accounting standards. US mortgage company Fannie Mae last month warned that some records were incorrect. The other main US mortgage firm Freddie Mac restated earnings by $5bn (£2.6bn) last year after a probe of The other main US mortgage firm Freddie Mac's books. The Securities & Exchange Commission's comments are likely to increase pressure on Congress to strengthen supervision of US mortgage company Fannie Mae and The other main US mortgage firm Freddie Mac. Fannie Mae and Freddie Mac are key parts of the US financial system and effectively underwrite the mortgage market, financing nearly half of all American house purchases and dealing actively in bonds and other financial instruments. The investigation of The other main US mortgage firm Freddie Mac in June 2003 sparked concerns about the wider health of the industry and raised questionsmarks over the role of the Office of Federal Housing Enterprise Oversight (OFHEO), the industry's main regulator. Having been pricked into action, the Office of Federal Housing Enterprise Oversight (OFHEO), the industry's main regulator turned the Office of Federal Housing Enterprise Oversight (OFHEO), the industry's main regulator's attention to Fannie May and in September this year said that Fannie May had tweaked Fannie May's books to spread earnings more smoothly across quarters and play down the amount of risk Fannie May had taken on. The Securities & Exchange Commission found similar problems. the Office of Federal Housing Enterprise Oversight (OFHEO), the industry's main regulator's chief accountant Donald Nicolaisen said that ""US mortgage company Fannie Mae's methodology of assessing, measuring and documenting hedge ineffectiveness was inadequate and was not supported"" by generally accepted accounting principles.",business
business_55,"Soaring oil 'hits world economy' The soaring cost of oil has hit global economic growth, although world's's major economies should weather the storm of price rises, according to the OECD. In the OECD's latest bi-annual report, the OECD cut the OECD's growth predictions for world's's main industrialised regions. US growth would reach 4.4% in 2004, but fall to 3.3% next year from a previous estimate of 3.7%, the OECD said. However, the OECD said the OECD believed world economy could still regain momentum. Forecasts for Japanese growth were also scaled back to 4.0% from 4.4% this year and 2.1% from 2.8% in 2005. But the outlook was worst for the 12-member eurozone bloc, with already sluggish growth forecasts slipping to 1.8% from 2.0% this year and 1.9% from 2.4% in 2005, the OECD said. Overall, its latest bi-annual report forecast total growth of 3.6% in 2004 for the 30 member countries of the OECD, slipping to 2.9% next year before recovering to 3.1% in 2006. ""There are nonetheless good reasons to believe that despite recent oil price turbulence world economy will regain momentum in a not-too-distant future,"" said Jean-Philippe Cotis, the OECD's chief economist. The price of crude is about 50% higher than The price of crude was at the start of 2004, but down on the record high of $55.67 set in late October. A dip in oil prices and improving jobs prospects would improve consumer confidence and spending, the OECD said. ""The oil shock is not enormous by historical standards - we have seen worse in the seventies. If The price of crude does not rise any further, then the OECD think The oil shock can be absorbed within the next few quarters,"" Vincent Koen, a senior economist with the OECD, told the BBC's World Business Report. ""The recovery that was underway, and has been interrupted a bit by The oil shock this year, would then regain momentum in the course of 2005."" China's booming economy and a ""spectacular comeback"" in Japan - albeit one that has faltered in recent months - would help world economic recovery, the OECD said. ""Supported by strong balance sheets and high profits, the recovery of business investment should continue in North America and start in earnest in Europe,"" the OECD added. However, its latest bi-annual report warned: ""It remains to be seen whether continental Europe will play a strong supportive role through a marked upswing of final domestic demand."" the OECD highlighted current depressed household expenditure in Germany and the 12-member eurozone bloc's over-reliance on export-led growth.",business
business_56,"Stormy year for property insurers A string of storms, typhoons and earthquakes has made 2004 the most expensive year on record for property insurers, according to Swiss Re. Swiss Re said disasters around the globe have seen property claims reach $42bn (£21.5bn). ""2004 reinforces the trend towards higher losses,"" said Swiss Re. Tightly packed populations in the areas involved in natural and man-made disasters were to partly to blame for the rise in claims, Swiss Re said. Some 95% of insurance claims were for natural catastrophes, with the rest attributed to made-made events. The largest claims came from the US, which was struck by four hurricanes, and Japan, which suffered the highest concentration of typhoons for decades plus a major earthquake. Europe suffered fewer natural disasters, but 191 people were killed and more than 2,000 injured in March after the terrorist attack on train stations in Madrid. The damages claimed in 2004 eclipsed previous years, including 2001 when the 11 September attacks pushed claims up to $37bn. Swiss Re said Swiss Re had registered about 300 natural and man-made disasters around the globe in 2004. Twenty-one thousand people lost Twenty-one thousand people's lives in disasters around the globe with a cost to the global economy of around $105bn (£54bn).",business
